Applicant,Edu_Parent1,Edu_Parent2,Sex,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
11057,6,6,F,1,0,3.14,1380,Arts & Letters,Yes,No,
11061,6,6,F,1,0,3.41,1360,Arts & Letters,Yes,Yes,3
11075,6,7,M,1,0,3.43,1290,Arts & Letters,Yes,No,
11081,6,5,M,1,0,3.96,1100,Arts & Letters,Yes,No,
11083,7,7,M,1,0,4.09,1380,Arts & Letters,Yes,No,
11097,7,6,F,1,0,3.65,1100,Arts & Letters,Yes,Yes,3.33
11104,7,7,M,1,0,3.5,1130,Arts & Letters,Yes,No,
11105,7,7,F,0,0,4,1190,Arts & Letters,Yes,No,
11107,7,4,F,1,0,4.14,1310,Arts & Letters,Yes,No,
11120,4,4,F,0,0,4,1310,Arts & Letters,Yes,Yes,3.614
11126,6,3,F,1,0,4.27,1380,Arts & Letters,Yes,No,
11128,7,6,M,1,0,3.5,1410,Arts & Letters,Yes,No,
11138,6,6,M,0,0,4.05,1280,Arts & Letters,Yes,Yes,3.279
11139,6,6,M,1,0,4.22,1450,Arts & Letters,Yes,No,
11149,6,4,F,1,0,3.52,1380,Arts & Letters,Yes,No,
11170,5,7,F,1,0,4.05,1020,Arts & Letters,Yes,No,
11171,6,6,M,0,0,3,1270,Arts & Letters,Yes,No,
11173,6,5,F,1,0,3.92,1300,Arts & Letters,Yes,No,
11177,7,6,F,1,0,3.95,1080,Arts & Letters,Yes,No,
11185,1,1,F,0,0,3.61,1010,Arts & Letters,Yes,No,
11217,6,4,F,1,0,3.95,1190,Arts & Letters,Yes,No,
11237,7,6,F,1,0,4.23,1350,Arts & Letters,Yes,No,
11238,2,2,F,0,0,3.2,1100,Arts & Letters,Yes,Yes,3.27
11245,1,1,F,0,0,4.1,1050,Arts & Letters,Yes,No,
11264,7,7,F,1,0,4.14,1510,Arts & Letters,Yes,No,
11268,6,5,M,1,0,3.86,1270,Arts & Letters,Yes,No,
11278,7,5,M,1,0,3.73,1390,Arts & Letters,Yes,Yes,3.712
11283,1,1,F,0,0,3.95,1090,Arts & Letters,Yes,No,
11327,2,2,F,0,0,3.3,1130,Arts & Letters,Yes,No,
11341,7,6,F,0,1,4.17,1350,Arts & Letters,Yes,No,
11354,6,7,F,1,0,3.77,1450,Arts & Letters,Yes,Yes,3.758
11372,7,7,F,0,0,3.64,1240,Arts & Letters,Yes,Yes,2.721
11380,3,3,F,0,0,4,1220,Arts & Letters,Yes,No,
11384,4,7,M,0,0,4.3,1340,Arts & Letters,Yes,Yes,3.226
11386,1,1,F,0,0,4.14,1300,Arts & Letters,Yes,No,
11416,1,1,F,0,1,4.12,1030,Arts & Letters,Yes,No,
11426,2,2,F,0,0,4.08,1160,Arts & Letters,Yes,No,
11432,7,7,F,1,0,4.33,1390,Arts & Letters,Yes,No,
11443,7,7,F,0,0,3.71,1100,Arts & Letters,Yes,Yes,3.512
11444,1,2,M,0,0,3.72,1220,Arts & Letters,Yes,No,
11456,7,7,F,1,0,4,1500,Arts & Letters,Yes,No,
11474,2,2,M,0,1,3.72,1140,Arts & Letters,Yes,No,
11491,7,6,F,0,1,4.12,1470,Arts & Letters,Yes,No,
11503,6,6,F,1,0,4.12,1180,Arts & Letters,Yes,No,
11541,6,6,F,1,0,3.72,1280,Arts & Letters,Yes,Yes,2.872
11554,6,6,F,1,0,3.7,1150,Arts & Letters,Yes,Yes,2.307
11566,7,6,F,1,0,3.95,1250,Arts & Letters,Yes,Yes,3.816
11576,1,1,F,0,1,3.33,1100,Arts & Letters,Yes,No,
11579,7,7,F,0,1,4.07,1330,Arts & Letters,Yes,No,
11580,7,6,F,1,0,4.08,1260,Arts & Letters,Yes,No,
11584,6,6,F,1,0,3.68,1280,Arts & Letters,Yes,No,
11592,7,5,M,0,0,4.05,1360,Arts & Letters,Yes,Yes,3.39
11610,7,7,F,1,0,3.8,1420,Arts & Letters,Yes,No,
11614,6,7,F,1,0,3.08,1410,Arts & Letters,Yes,No,
11622,7,7,F,1,0,4.04,1560,Arts & Letters,Yes,No,
11624,6,6,M,0,0,4,1260,Arts & Letters,Yes,No,
11635,7,7,M,0,0,3.71,1280,Arts & Letters,Yes,No,
11639,7,6,F,0,0,4.09,1440,Arts & Letters,Yes,No,
11653,4,6,F,1,0,3.45,1290,Arts & Letters,Yes,No,
11659,7,7,F,0,0,4.25,1530,Arts & Letters,Yes,No,
11663,7,6,F,1,0,4.17,1190,Arts & Letters,Yes,Yes,3.752
11668,3,7,F,0,1,3.26,1180,Arts & Letters,Yes,Yes,2.509
11676,6,5,F,0,1,4.04,1340,Arts & Letters,Yes,No,
11682,5,7,F,0,0,4.09,1290,Arts & Letters,Yes,No,
11685,3,3,M,0,0,3.92,1380,Arts & Letters,Yes,No,
11694,7,7,M,1,0,3.54,1460,Arts & Letters,Yes,No,
11702,4,6,M,0,0,4.23,1250,Arts & Letters,Yes,No,
11722,4,4,F,1,0,3.61,970,Arts & Letters,Yes,Yes,3.068
11732,6,7,F,0,1,4.33,1450,Arts & Letters,Yes,No,
11737,7,7,F,1,0,4.08,1230,Arts & Letters,Yes,Yes,3.547
11744,5,4,F,0,1,4.17,1390,Arts & Letters,Yes,No,
11752,1,1,F,0,0,3.73,1210,Arts & Letters,Yes,No,
11776,1,2,F,1,0,3.76,1100,Arts & Letters,Yes,No,
11781,7,3,F,0,0,4.05,1280,Arts & Letters,Yes,No,
11783,7,5,F,1,0,4.27,1310,Arts & Letters,Yes,No,
11786,4,6,F,0,0,4,1180,Arts & Letters,Yes,Yes,3.765
11790,7,6,F,0,0,3.88,1150,Arts & Letters,Yes,No,
11796,7,7,F,1,0,3.79,1100,Arts & Letters,Yes,No,
11811,7,5,F,1,0,3.57,970,Arts & Letters,Yes,Yes,1.568
11816,7,6,M,1,0,4.33,1490,Arts & Letters,Yes,No,
11817,5,3,F,1,0,3.95,1150,Arts & Letters,Yes,No,
11844,7,7,M,1,0,3.27,1160,Arts & Letters,Yes,No,
11849,7,6,F,1,0,3.67,1210,Arts & Letters,Yes,No,
11864,6,6,F,1,0,4.18,1250,Arts & Letters,Yes,No,
11907,4,6,M,1,0,3.88,1360,Arts & Letters,Yes,No,
11926,7,7,F,1,0,4.1,1260,Arts & Letters,Yes,Yes,2.793
11931,3,1,F,0,0,3.86,1240,Arts & Letters,Yes,No,
11953,7,7,F,1,0,3.36,1170,Arts & Letters,Yes,No,
11957,3,2,F,0,0,4.17,820,Arts & Letters,Yes,No,
11963,7,6,F,1,0,3.26,1430,Arts & Letters,Yes,Yes,2.063
11977,6,6,M,1,0,3.82,1160,Arts & Letters,Yes,Yes,3.343
11982,4,7,M,1,0,3.8,1330,Arts & Letters,Yes,No,
11992,6,6,M,0,0,4.27,1420,Arts & Letters,Yes,No,
11995,4,6,F,0,0,3.5,1280,Arts & Letters,Yes,Yes,3.536
11999,7,4,F,0,0,3.96,1280,Arts & Letters,Yes,No,
12000,7,7,F,1,0,4.2,1360,Arts & Letters,Yes,No,
12016,6,7,F,0,1,4.14,1130,Arts & Letters,Yes,No,
12034,7,6,F,1,0,3.58,1090,Arts & Letters,Yes,No,
12054,6,5,F,1,0,4.1,1380,Arts & Letters,Yes,No,
12069,7,6,F,1,0,3.95,1330,Arts & Letters,Yes,No,
12109,3,6,F,1,0,4.16,1290,Arts & Letters,Yes,No,
12128,7,5,F,0,0,4,1370,Arts & Letters,Yes,No,
12137,1,1,F,0,0,3.9,1030,Arts & Letters,Yes,No,
12144,7,3,F,0,0,3.95,1290,Arts & Letters,Yes,No,
12145,6,6,F,1,0,4.44,1450,Arts & Letters,Yes,No,
12164,7,7,F,0,1,3.92,1420,Arts & Letters,Yes,No,
12173,7,6,F,1,0,4.15,1520,Arts & Letters,Yes,No,
12181,6,6,F,1,0,3.25,1050,Arts & Letters,Yes,Yes,3.274
12196,6,5,F,1,0,3.61,1110,Arts & Letters,Yes,Yes,3.099
12199,6,4,F,1,0,3.59,1150,Arts & Letters,Yes,Yes,3.192
12200,7,6,F,0,1,2.92,1480,Arts & Letters,Yes,No,
12204,6,7,F,1,0,3.45,1090,Arts & Letters,Yes,No,
12237,7,3,F,1,0,3.64,1270,Arts & Letters,Yes,No,
12240,1,4,F,0,0,3.83,1090,Arts & Letters,Yes,No,
12255,6,6,F,0,0,4.14,1450,Arts & Letters,Yes,No,
12269,7,7,M,0,0,4.12,1520,Arts & Letters,Yes,No,
12285,7,3,F,1,0,3.69,1090,Arts & Letters,Yes,Yes,2.876
12291,4,5,M,0,0,3.77,1230,Arts & Letters,Yes,No,
12303,7,6,F,0,1,3.96,1500,Arts & Letters,Yes,No,
12305,7,7,F,1,0,4.11,1380,Arts & Letters,Yes,No,
12344,6,4,F,1,0,4,1420,Arts & Letters,Yes,No,
12367,4,4,F,1,0,3.75,1180,Arts & Letters,Yes,No,
12371,7,6,F,0,0,3.58,1190,Arts & Letters,Yes,No,
12374,7,7,F,1,0,4.07,1300,Arts & Letters,Yes,No,
12375,1,4,F,1,0,4,1440,Arts & Letters,Yes,No,
12378,6,6,M,1,0,3.85,1480,Arts & Letters,Yes,No,
12379,6,6,F,1,0,3.95,1410,Arts & Letters,Yes,No,
12390,7,7,F,1,0,3.96,1380,Arts & Letters,Yes,No,
12392,7,7,M,1,0,4,1290,Arts & Letters,Yes,No,
12410,3,6,F,1,0,4.32,1260,Arts & Letters,Yes,No,
12411,7,6,F,0,0,3.91,1290,Arts & Letters,Yes,No,
12413,3,6,F,0,0,3.47,980,Arts & Letters,Yes,Yes,3.309
12418,2,3,F,0,1,4.17,1160,Arts & Letters,Yes,Yes,3.527
12419,7,5,F,0,1,4,1340,Arts & Letters,Yes,No,
12421,1,1,F,0,1,3.86,950,Arts & Letters,Yes,No,
12435,1,1,F,0,0,3.72,1190,Arts & Letters,Yes,No,
12442,7,4,M,1,0,3.72,1270,Arts & Letters,Yes,No,
12459,6,5,F,1,0,4.23,1230,Arts & Letters,Yes,No,
12478,5,6,F,1,0,4.27,1330,Arts & Letters,Yes,No,
12516,3,3,F,1,0,4.14,1170,Arts & Letters,Yes,No,
12540,7,4,F,0,0,3.65,1260,Arts & Letters,Yes,No,
12545,5,7,F,1,0,3.59,1150,Arts & Letters,Yes,No,
12548,2,6,F,0,0,3.77,1170,Arts & Letters,Yes,Yes,2.982
12555,7,4,M,1,0,3.73,1300,Arts & Letters,Yes,No,
12568,2,1,F,0,1,3.91,1110,Arts & Letters,Yes,No,
12570,1,1,F,0,1,3.6,1040,Arts & Letters,Yes,No,
12580,5,5,F,1,0,4.23,1310,Arts & Letters,Yes,No,
12607,3,2,M,0,0,3.67,1060,Arts & Letters,Yes,No,
12614,5,3,F,0,0,4.14,1410,Arts & Letters,Yes,No,
12630,1,2,F,0,0,3.61,850,Arts & Letters,Yes,No,
12632,6,7,F,1,0,3.77,1280,Arts & Letters,Yes,Yes,3.52
12653,1,3,F,0,0,3.62,1110,Arts & Letters,Yes,No,
12655,7,6,F,0,1,4,1570,Arts & Letters,Yes,No,
12665,1,1,F,0,0,4.4,1340,Arts & Letters,Yes,No,
12669,7,6,F,1,0,4.04,1440,Arts & Letters,Yes,No,
12673,3,3,M,0,0,3.68,1400,Arts & Letters,Yes,No,
12702,6,6,F,1,0,4.21,1410,Arts & Letters,Yes,No,
12706,7,7,F,0,1,3.97,1320,Arts & Letters,Yes,No,
12723,6,5,M,0,0,3.4,1230,Arts & Letters,Yes,No,
12728,6,4,M,1,0,3.95,1380,Arts & Letters,Yes,No,
12738,1,1,F,0,1,3.62,1080,Arts & Letters,Yes,Yes,2.912
12740,1,1,F,0,1,3.07,1200,Arts & Letters,Yes,No,
12745,6,7,F,0,0,3.71,1240,Arts & Letters,Yes,No,
12750,6,7,F,1,0,4.32,1360,Arts & Letters,Yes,No,
12751,7,6,F,1,0,3.9,1490,Arts & Letters,Yes,No,
12757,7,6,M,1,0,3.71,1270,Arts & Letters,Yes,Yes,3.925
12759,6,7,F,1,0,4,1460,Arts & Letters,Yes,No,
12760,6,6,F,0,0,3.83,1230,Arts & Letters,Yes,No,
12761,7,6,F,1,0,3.96,1340,Arts & Letters,Yes,No,
12778,7,4,F,0,0,4.08,1210,Arts & Letters,Yes,No,
12782,7,6,F,1,0,3.83,1380,Arts & Letters,Yes,Yes,3.138
12794,6,3,F,0,1,4.17,1320,Arts & Letters,Yes,No,
12800,6,7,M,1,0,3.37,1250,Arts & Letters,Yes,No,
12805,6,5,F,1,0,3.74,1470,Arts & Letters,Yes,No,
12828,6,6,F,0,0,3.87,1180,Arts & Letters,Yes,No,
12840,6,7,F,1,0,4,1230,Arts & Letters,Yes,No,
12841,6,6,M,1,0,4.07,1500,Arts & Letters,Yes,No,
12843,7,7,F,1,0,4.14,1430,Arts & Letters,Yes,No,
12846,6,7,F,1,0,3.41,1410,Arts & Letters,Yes,No,
12859,6,6,F,0,1,3.65,1470,Arts & Letters,Yes,No,
12865,6,6,F,1,0,3.86,1330,Arts & Letters,Yes,Yes,3.206
12870,6,3,M,1,0,3.36,1320,Arts & Letters,Yes,No,
12878,6,6,F,1,0,3.57,1370,Arts & Letters,Yes,Yes,3.629
12890,7,6,F,1,0,3.59,1170,Arts & Letters,Yes,Yes,3.075
12891,6,6,F,0,0,3.79,1210,Arts & Letters,Yes,No,
12910,7,7,F,0,0,4.04,1450,Arts & Letters,Yes,No,
12911,7,7,F,0,0,4.32,1440,Arts & Letters,Yes,No,
12914,7,7,M,1,0,3.83,1360,Arts & Letters,Yes,No,
12916,6,4,F,0,0,3.3,1410,Arts & Letters,Yes,No,
12932,6,3,F,1,0,4.36,1360,Arts & Letters,Yes,No,
12958,6,6,M,0,0,3.61,1360,Arts & Letters,Yes,No,
12985,7,6,F,0,1,3.73,1250,Arts & Letters,Yes,No,
13000,4,5,F,1,0,3.88,1270,Arts & Letters,Yes,No,
13003,4,4,M,1,0,3.44,1230,Arts & Letters,Yes,Yes,3.164
13024,7,7,M,1,0,3.92,1430,Arts & Letters,Yes,Yes,2.895
13034,6,7,F,1,0,3.41,1140,Arts & Letters,Yes,No,
13043,5,6,F,0,1,3.77,1190,Arts & Letters,Yes,No,
13053,4,7,F,1,0,4.25,1190,Arts & Letters,Yes,No,
13068,6,7,F,1,0,3.9,1300,Arts & Letters,Yes,No,
13074,5,6,M,0,0,3.8,1080,Arts & Letters,Yes,No,
13084,5,6,F,0,1,3.53,1040,Arts & Letters,Yes,Yes,2.798
13091,6,4,M,0,1,4.12,1170,Arts & Letters,Yes,No,
13094,5,5,F,1,0,4.18,1380,Arts & Letters,Yes,No,
13098,7,6,F,1,0,3.59,1270,Arts & Letters,Yes,No,
13099,7,6,M,0,0,3.95,1320,Arts & Letters,Yes,No,
13104,7,6,F,1,0,3.87,1440,Arts & Letters,Yes,No,
13108,7,6,F,1,0,4.04,1440,Arts & Letters,Yes,No,
13110,7,6,F,1,0,3.79,1380,Arts & Letters,Yes,Yes,3.329
13111,7,6,F,1,0,4.05,1330,Arts & Letters,Yes,No,
13115,7,7,M,1,0,3.68,1330,Arts & Letters,Yes,No,
13127,7,6,M,1,0,3.32,1020,Arts & Letters,Yes,No,
13143,6,6,F,1,0,4.09,1430,Arts & Letters,Yes,No,
13148,5,6,F,0,0,3.94,1390,Arts & Letters,Yes,No,
13152,5,7,F,1,0,4.15,1280,Arts & Letters,Yes,Yes,3.475
13155,6,7,M,1,0,4.1,1420,Arts & Letters,Yes,No,
13158,5,5,F,0,0,4,1130,Arts & Letters,Yes,No,
13163,6,6,M,1,0,4.18,1290,Arts & Letters,Yes,No,
13165,6,4,F,1,0,3.42,1390,Arts & Letters,Yes,No,
13169,7,6,F,1,0,3.67,1380,Arts & Letters,Yes,No,
13171,7,7,M,0,1,3.92,1560,Arts & Letters,Yes,No,
13174,1,1,F,0,0,4.36,1300,Arts & Letters,Yes,No,
13179,4,4,F,1,0,4.17,1260,Arts & Letters,Yes,No,
13184,6,7,M,0,1,3.94,1480,Arts & Letters,Yes,No,
13185,6,5,M,1,0,3.85,1280,Arts & Letters,Yes,Yes,3.606
13197,4,6,M,0,0,4.15,1330,Arts & Letters,Yes,No,
13204,6,6,M,1,0,4.09,1490,Arts & Letters,Yes,No,
13205,6,6,F,1,0,3.72,1430,Arts & Letters,Yes,Yes,3.526
13212,6,6,M,1,0,3.93,1300,Arts & Letters,Yes,No,
13218,6,7,F,1,0,3.45,1230,Arts & Letters,Yes,No,
13230,7,6,F,0,0,4.2,1460,Arts & Letters,Yes,No,
13237,5,6,F,1,0,4.05,1340,Arts & Letters,Yes,Yes,3.165
13242,6,6,M,1,0,3.55,1380,Arts & Letters,Yes,No,
13243,7,5,F,0,1,4.2,1400,Arts & Letters,Yes,No,
13244,7,7,F,1,0,3.95,1190,Arts & Letters,Yes,No,
13247,7,7,F,0,1,3.89,1540,Arts & Letters,Yes,No,
13259,5,5,M,1,0,3.5,1440,Arts & Letters,Yes,No,
13268,7,6,M,0,0,4.04,1290,Arts & Letters,Yes,No,
13276,6,4,F,0,1,4.14,1360,Arts & Letters,Yes,No,
13289,6,3,F,1,0,3.68,1190,Arts & Letters,Yes,Yes,3.458
13295,1,1,F,0,0,4.05,1110,Arts & Letters,Yes,Yes,2.436
13312,6,7,M,1,0,4.25,1330,Arts & Letters,Yes,No,
13318,7,6,F,1,0,3.15,1460,Arts & Letters,Yes,Yes,3.136
13322,7,7,F,0,1,3.91,1230,Arts & Letters,Yes,No,
13362,6,7,F,1,0,4.36,1320,Arts & Letters,Yes,No,
13382,4,4,M,1,0,3.82,1140,Arts & Letters,Yes,No,
13386,6,7,F,1,0,3.79,1230,Arts & Letters,Yes,No,
13402,6,4,M,0,1,3.5,1060,Arts & Letters,Yes,Yes,2.674
13413,7,7,F,0,0,3.67,970,Arts & Letters,Yes,No,
13414,7,6,F,1,0,3.76,1400,Arts & Letters,Yes,No,
13425,5,5,M,1,0,4.22,1250,Arts & Letters,Yes,No,
13434,3,6,M,1,0,4.17,1280,Arts & Letters,Yes,No,
13437,3,3,F,1,0,3.53,1100,Arts & Letters,Yes,No,
13442,4,5,F,0,0,3.45,1170,Arts & Letters,Yes,No,
13451,7,6,F,0,1,3.83,1410,Arts & Letters,Yes,No,
13458,6,4,F,0,0,4.1,1260,Arts & Letters,Yes,No,
13468,4,5,F,1,0,4.16,1150,Arts & Letters,Yes,No,
13471,7,7,F,1,0,4.14,1390,Arts & Letters,Yes,No,
13473,3,6,F,0,1,3.71,1340,Arts & Letters,Yes,No,
13479,6,6,M,1,0,4.1,1490,Arts & Letters,Yes,No,
13481,6,6,F,1,0,3.62,1320,Arts & Letters,Yes,No,
13501,4,7,F,0,0,3.93,1220,Arts & Letters,Yes,Yes,3.308
13507,7,7,F,1,0,4.16,1250,Arts & Letters,Yes,Yes,3.7
13513,6,4,M,0,0,3.5,1270,Arts & Letters,Yes,No,
13548,6,6,F,1,0,4.27,1260,Arts & Letters,Yes,Yes,3.785
13549,7,7,F,1,0,3.62,1190,Arts & Letters,Yes,No,
13560,6,6,F,1,0,3.03,1240,Arts & Letters,Yes,Yes,2.642
13565,3,3,F,0,0,3.68,1130,Arts & Letters,Yes,No,
13571,6,4,F,1,0,4.4,1480,Arts & Letters,Yes,No,
13587,7,6,F,0,0,4.06,1450,Arts & Letters,Yes,No,
13588,6,6,M,1,0,4.18,1270,Arts & Letters,Yes,No,
13595,1,1,F,0,0,4.05,1150,Arts & Letters,Yes,No,
13607,7,7,F,0,1,4.15,1250,Arts & Letters,Yes,No,
13620,7,6,F,0,1,3.85,1250,Arts & Letters,Yes,No,
13654,1,1,M,0,0,3.83,1300,Arts & Letters,Yes,No,
13664,2,2,F,1,0,3.5,1120,Arts & Letters,Yes,Yes,2.586
13666,5,5,F,0,0,4.2,1110,Arts & Letters,Yes,No,
13671,6,6,M,0,1,3.46,1400,Arts & Letters,Yes,Yes,3.128
13684,7,7,M,1,0,3.77,1240,Arts & Letters,Yes,No,
13724,6,6,F,1,0,3.71,1250,Arts & Letters,Yes,No,
13726,6,7,F,0,0,3.54,1260,Arts & Letters,Yes,Yes,3.051
13732,6,6,M,0,1,3.73,1180,Arts & Letters,Yes,No,
13753,7,7,M,0,1,3.45,1380,Arts & Letters,Yes,Yes,3.667
13755,6,6,F,0,1,3.92,1140,Arts & Letters,Yes,No,
13757,6,6,M,0,0,3.42,1270,Arts & Letters,Yes,No,
13768,7,6,M,1,0,3.59,1190,Arts & Letters,Yes,Yes,3.017
13779,4,6,F,0,0,3.52,1000,Arts & Letters,Yes,No,
13786,6,6,F,0,0,3.97,1090,Arts & Letters,Yes,No,
13801,3,3,F,1,0,4.18,1280,Arts & Letters,Yes,No,
13807,7,6,F,0,1,3.54,1340,Arts & Letters,Yes,Yes,3.301
13824,6,7,M,1,0,4.05,1100,Arts & Letters,Yes,No,
13837,7,7,F,1,0,4.21,1300,Arts & Letters,Yes,No,
13842,4,6,F,1,0,4.23,1090,Arts & Letters,Yes,No,
13860,7,6,F,1,0,3.9,1310,Arts & Letters,Yes,No,
13862,7,6,F,0,1,4.12,1440,Arts & Letters,Yes,No,
13873,6,6,F,0,0,3.55,1110,Arts & Letters,Yes,Yes,3.288
13888,6,6,M,1,0,3.59,1210,Arts & Letters,Yes,Yes,2.123
13947,6,5,M,0,0,3.25,1070,Arts & Letters,Yes,Yes,2.381
13950,2,3,F,1,0,4.18,1170,Arts & Letters,Yes,No,
13952,1,1,M,0,0,3.77,1180,Arts & Letters,Yes,No,
13964,2,3,F,1,0,4.09,1110,Arts & Letters,Yes,No,
13972,4,6,M,1,0,3.85,1190,Arts & Letters,Yes,No,
13979,5,6,M,1,0,3.19,1130,Arts & Letters,Yes,Yes,2.738
13983,7,7,F,0,0,3.91,1040,Arts & Letters,Yes,No,
13993,4,4,F,1,0,3.73,1200,Arts & Letters,Yes,No,
14006,7,5,F,0,1,3.94,1370,Arts & Letters,Yes,No,
14023,7,6,F,1,0,4,1180,Arts & Letters,Yes,No,
14046,3,3,F,1,0,4.33,1340,Arts & Letters,Yes,Yes,3.833
14048,6,6,F,1,0,3.84,1400,Arts & Letters,Yes,Yes,3.252
14061,4,5,F,1,0,4.15,1330,Arts & Letters,Yes,No,
14073,6,3,M,1,0,4,1040,Arts & Letters,Yes,Yes,3.03
14086,6,6,F,0,0,3.94,1240,Arts & Letters,Yes,No,
14109,7,7,M,0,1,3.68,1470,Arts & Letters,Yes,No,
14126,7,7,F,1,0,3.64,1230,Arts & Letters,Yes,No,
14128,6,7,F,1,0,3.64,1430,Arts & Letters,Yes,No,
14143,4,7,F,1,0,3.11,1160,Arts & Letters,Yes,No,
14144,1,3,M,0,1,4.05,1390,Arts & Letters,Yes,No,
14159,4,4,F,1,0,3.54,1290,Arts & Letters,Yes,No,
14166,6,6,F,0,0,3.85,1260,Arts & Letters,Yes,No,
14186,4,4,F,1,0,3.88,1360,Arts & Letters,Yes,Yes,3.146
14192,4,6,F,1,0,3.86,1190,Arts & Letters,Yes,No,
14198,7,7,F,0,0,3.67,1320,Arts & Letters,Yes,No,
14200,1,1,F,0,1,3.52,960,Arts & Letters,Yes,No,
14208,6,4,M,0,0,3.17,1290,Arts & Letters,Yes,No,
14209,6,6,F,0,1,4,1300,Arts & Letters,Yes,No,
14218,7,6,M,0,0,3.2,1180,Arts & Letters,Yes,Yes,2.395
14219,5,3,M,1,0,3.28,1240,Arts & Letters,Yes,Yes,2.571
14228,2,2,F,1,0,3.62,1080,Arts & Letters,Yes,Yes,1.792
14247,7,7,F,1,0,4.15,1190,Arts & Letters,Yes,No,
14250,4,6,F,0,1,3.62,1410,Arts & Letters,Yes,No,
14267,7,7,F,0,0,3.65,1110,Arts & Letters,Yes,No,
14270,1,1,F,0,1,3.77,1280,Arts & Letters,Yes,No,
14273,3,3,F,0,1,3.45,1090,Arts & Letters,Yes,No,
14293,6,7,M,1,0,3.82,1290,Arts & Letters,Yes,No,
14300,6,6,F,0,0,4.25,1490,Arts & Letters,Yes,No,
14313,7,7,F,0,1,3.91,1430,Arts & Letters,Yes,No,
14317,7,7,F,1,0,4.05,1280,Arts & Letters,Yes,No,
14324,7,4,F,1,0,3.82,1180,Arts & Letters,Yes,No,
14327,4,7,M,0,0,3.88,1280,Arts & Letters,Yes,No,
14350,7,6,F,1,0,3.68,1390,Arts & Letters,Yes,Yes,3.56
14364,7,7,M,0,0,4.21,1330,Arts & Letters,Yes,No,
14375,6,3,M,0,0,3.65,1370,Arts & Letters,Yes,No,
14380,5,7,F,1,0,3.85,1410,Arts & Letters,Yes,No,
14381,7,7,F,1,0,3.69,1230,Arts & Letters,Yes,Yes,3.429
14384,6,6,F,1,0,3.94,1330,Arts & Letters,Yes,No,
14386,7,7,F,1,0,3.83,1520,Arts & Letters,Yes,No,
14395,6,6,F,1,0,3.86,1200,Arts & Letters,Yes,No,
14398,2,4,F,0,0,3.91,1250,Arts & Letters,Yes,No,
14425,6,6,F,1,0,3.91,1190,Arts & Letters,Yes,Yes,3.507
14442,6,7,F,0,1,4,1370,Arts & Letters,Yes,No,
14450,6,3,M,1,0,3.43,1100,Arts & Letters,Yes,Yes,3.155
14497,1,1,F,0,0,4.36,1090,Arts & Letters,Yes,No,
14510,3,7,F,1,0,3.46,1420,Arts & Letters,Yes,No,
14513,6,6,F,1,0,4.14,1300,Arts & Letters,Yes,No,
14520,7,6,F,1,0,4.19,1310,Arts & Letters,Yes,No,
14522,7,6,M,1,0,3.65,1100,Arts & Letters,Yes,No,
14527,6,7,F,1,0,4,1220,Arts & Letters,Yes,No,
14540,6,6,M,0,0,3.67,1340,Arts & Letters,Yes,Yes,2.757
14554,6,6,F,1,0,4.18,1420,Arts & Letters,Yes,No,
14556,4,6,F,1,0,4.25,1300,Arts & Letters,Yes,No,
14564,6,5,F,0,1,3.64,1310,Arts & Letters,Yes,No,
14567,7,7,M,1,0,3.74,1330,Arts & Letters,Yes,No,
14578,2,1,F,0,1,2.74,1210,Arts & Letters,Yes,No,
14579,4,6,M,1,0,4.23,1400,Arts & Letters,Yes,No,
14621,1,2,F,0,0,3.83,1040,Arts & Letters,Yes,No,
14642,7,7,F,0,1,3.48,1480,Arts & Letters,Yes,No,
14652,7,4,F,1,0,4.08,1300,Arts & Letters,Yes,No,
14653,7,5,F,0,0,3.86,1330,Arts & Letters,Yes,No,
14661,3,4,F,1,0,4.09,1200,Arts & Letters,Yes,No,
14664,1,1,F,0,0,3.9,1070,Arts & Letters,Yes,No,
14669,6,7,F,0,0,4.05,1210,Arts & Letters,Yes,No,
14690,7,6,M,0,0,3.52,1220,Arts & Letters,Yes,No,
14702,6,6,M,0,0,3.5,1240,Arts & Letters,Yes,No,
14738,6,6,F,0,0,3.88,1310,Arts & Letters,Yes,No,
14755,6,4,M,1,0,3.78,1500,Arts & Letters,Yes,No,
14763,7,6,M,1,0,4.05,1410,Arts & Letters,Yes,No,
14769,2,1,F,0,0,4.27,1460,Arts & Letters,Yes,No,
14779,6,4,F,1,0,3.75,1060,Arts & Letters,Yes,Yes,2.679
14784,7,7,F,1,0,4.04,1350,Arts & Letters,Yes,No,
14791,6,6,F,1,0,3.95,1290,Arts & Letters,Yes,Yes,3.472
14821,2,4,F,0,0,3.95,1240,Arts & Letters,Yes,No,
14823,6,6,M,1,0,3.82,1120,Arts & Letters,Yes,No,
14828,6,6,F,1,0,4.14,1220,Arts & Letters,Yes,No,
14857,7,7,F,1,0,4.08,1150,Arts & Letters,Yes,No,
14858,7,4,F,1,0,3.62,1250,Arts & Letters,Yes,No,
14875,4,3,F,0,0,3.71,1140,Arts & Letters,Yes,No,
14876,5,6,F,1,0,3.64,1080,Arts & Letters,Yes,Yes,3.584
14887,7,7,F,0,1,3.94,1280,Arts & Letters,Yes,No,
14896,6,6,F,1,0,4.05,1240,Arts & Letters,Yes,Yes,3.473
